id;nombre;apellido;telefono;direccion;edad;SQL
255;Michaelina;Birkwood;4681842018;Linden;47;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (255, 'Michaelina', 'Birkwood', '4681842018', 'Linden', 47);"
256;Gabriele;Adriaan;5356787741;Anthes;37;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (256, 'Gabriele', 'Adriaan', '5356787741', 'Anthes', 37);"
257;Tasia;Lovelady;5329976324;Lawn;57;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (257, 'Tasia', 'Lovelady', '5329976324', 'Lawn', 57);"
258;Maddi;Taylorson;3529590815;Maple Wood;56;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (258, 'Maddi', 'Taylorson', '3529590815', 'Maple Wood', 56);"
259;Mechelle;Moran;9215816791;Carey;49;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (259, 'Mechelle', 'Moran', '9215816791', 'Carey', 49);"
260;Hamish;Woollends;7727347596;Becker;69;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (260, 'Hamish', 'Woollends', '7727347596', 'Becker', 69);"
261;Jillana;Dransfield;1027996370;Haas;34;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (261, 'Jillana', 'Dransfield', '1027996370', 'Haas', 34);"
262;Nata;Swalwell;2521570143;Delladonna;34;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (262, 'Nata', 'Swalwell', '2521570143', 'Delladonna', 34);"
263;Parker;Penhaleurack;7086831571;Monument;27;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (263, 'Parker', 'Penhaleurack', '7086831571', 'Monument', 27);"
264;Aldric;Lafrentz;6552368313;Dottie;53;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (264, 'Aldric', 'Lafrentz', '6552368313', 'Dottie', 53);"
265;Brinna;Woodage;5698633010;Brown;41;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (265, 'Brinna', 'Woodage', '5698633010', 'Brown', 41);"
266;Eleanore;Yorkston;6272874969;Graceland;51;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (266, 'Eleanore', 'Yorkston', '6272874969', 'Graceland', 51);"
267;Angil;Quincey;5072618694;Stang;66;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (267, 'Angil', 'Quincey', '5072618694', 'Stang', 66);"
268;Carlie;Tume;6136714802;Anthes;47;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (268, 'Carlie', 'Tume', '6136714802', 'Anthes', 47);"
269;Cathy;Furlong;1589900659;Summit;65;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (269, 'Cathy', 'Furlong', '1589900659', 'Summit', 65);"
270;Jeri;Werrit;3037601039;Hazelcrest;41;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (270, 'Jeri', 'Werrit', '3037601039', 'Hazelcrest', 41);"
271;Kermit;Kopta;2893476944;Michigan;54;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (271, 'Kermit', 'Kopta', '2893476944', 'Michigan', 54);"
272;Charlene;McMurthy;4174557575;Tennessee;22;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (272, 'Charlene', 'McMurthy', '4174557575', 'Tennessee', 22);"
273;Alicia;L oiseau;9137247195;Bay;21;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (273, 'Alicia', 'L oiseau', '9137247195', 'Bay', 21);"
274;Mercy;Vasiltsov;1911696656;Beilfuss;67;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (274, 'Mercy', 'Vasiltsov', '1911696656', 'Beilfuss', 67);"
275;Agneta;Akehurst;2553436275;Anhalt;36;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (275, 'Agneta', 'Akehurst', '2553436275', 'Anhalt', 36);"
276;Marcella;Skelhorne;2773552160;Westend;47;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (276, 'Marcella', 'Skelhorne', '2773552160', 'Westend', 47);"
277;Mara;Crankshaw;2176459504;West;67;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (277, 'Mara', 'Crankshaw', '2176459504', 'West', 67);"
278;Wenda;Vellacott;1908981425;Southridge;35;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (278, 'Wenda', 'Vellacott', '1908981425', 'Southridge', 35);"
279;Noellyn;Dallimare;2859708083;Harper;27;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (279, 'Noellyn', 'Dallimare', '2859708083', 'Harper', 27);"
280;Daniel;Errichiello;9207567983;Warner;50;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (280, 'Daniel', 'Errichiello', '9207567983', 'Warner', 50);"
281;Cedric;Yarker;6155211814;Hollow Ridge;62;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (281, 'Cedric', 'Yarker', '6155211814', 'Hollow Ridge', 62);"
282;Sharai;Mould;8685420090;7th;54;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (282, 'Sharai', 'Mould', '8685420090', '7th', 54);"
283;Joly;Steventon;8629874779;Corry;33;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (283, 'Joly', 'Steventon', '8629874779', 'Corry', 33);"
284;Meaghan;Life;2615706393;Evergreen;19;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (284, 'Meaghan', 'Life', '2615706393', 'Evergreen', 19);"
285;Halie;Dryburgh;3147772793;Dixon;55;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (285, 'Halie', 'Dryburgh', '3147772793', 'Dixon', 55);"
286;Karmen;Coyett;5471020223;Monica;68;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (286, 'Karmen', 'Coyett', '5471020223', 'Monica', 68);"
287;Laurence;Deware;5152305800;Emmet;19;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (287, 'Laurence', 'Deware', '5152305800', 'Emmet', 19);"
288;Dallas;Klyn;3061995434;Goodland;70;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (288, 'Dallas', 'Klyn', '3061995434', 'Goodland', 70);"
289;Antonius;Wingeat;2277323986;Troy;56;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (289, 'Antonius', 'Wingeat', '2277323986', 'Troy', 56);"
290;Oby;Trawin;4101252840;Nevada;18;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (290, 'Oby', 'Trawin', '4101252840', 'Nevada', 18);"
291;Ewell;Boldison;4816286701;Loeprich;30;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (291, 'Ewell', 'Boldison', '4816286701', 'Loeprich', 30);"
292;Jammal;Hugenin;5439654485;Clyde Gallagher;57;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (292, 'Jammal', 'Hugenin', '5439654485', 'Clyde Gallagher', 57);"
293;Norine;Purkess;3571383500;Esch;42;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (293, 'Norine', 'Purkess', '3571383500', 'Esch', 42);"
294;Audie;Brashaw;7364368894;Village;56;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (294, 'Audie', 'Brashaw', '7364368894', 'Village', 56);"
295;Jori;Dirr;5047929676;Holmberg;55;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (295, 'Jori', 'Dirr', '5047929676', 'Holmberg', 55);"
296;Meara;Skittrell;8689509209;Di Loreto;64;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (296, 'Meara', 'Skittrell', '8689509209', 'Di Loreto', 64);"
297;Nicol;Boffey;4881673196;Bunker Hill;49;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (297, 'Nicol', 'Boffey', '4881673196', 'Bunker Hill', 49);"
298;Mattias;Climo;3789673226;Blaine;55;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (298, 'Mattias', 'Climo', '3789673226', 'Blaine', 55);"
299;Randy;Dunning;1289009331;Eliot;42;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (299, 'Randy', 'Dunning', '1289009331', 'Eliot', 42);"
300;Sigismund;Granham;5489060619;Hovde;60;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (300, 'Sigismund', 'Granham', '5489060619', 'Hovde', 60);"
301;Moses;Fawley;9527327254;Beilfuss;21;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (301, 'Moses', 'Fawley', '9527327254', 'Beilfuss', 21);"
302;Vittoria;Markel;7703589881;Lukken;34;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (302, 'Vittoria', 'Markel', '7703589881', 'Lukken', 34);"
303;Beverlie;Padginton;3738510526;Sage;25;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (303, 'Beverlie', 'Padginton', '3738510526', 'Sage', 25);"
304;Roseann;Kinney;5349716384;Jenna;26;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (304, 'Roseann', 'Kinney', '5349716384', 'Jenna', 26);"
305;Ealasaid;Coghill;7714460853;Scoville;59;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (305, 'Ealasaid', 'Coghill', '7714460853', 'Scoville', 59);"
306;Merle;Dearing;5795368065;Lakewood;40;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (306, 'Merle', 'Dearing', '5795368065', 'Lakewood', 40);"
307;Sylas;Cropton;9468323233;Corry;19;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (307, 'Sylas', 'Cropton', '9468323233', 'Corry', 19);"
308;Cissy;Brothers;6953759785;Manley;51;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (308, 'Cissy', 'Brothers', '6953759785', 'Manley', 51);"
309;Sonnie;Blaszczyk;6673330761;Gale;62;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (309, 'Sonnie', 'Blaszczyk', '6673330761', 'Gale', 62);"
310;Marguerite;Misson;1197269114;Westport;34;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (310, 'Marguerite', 'Misson', '1197269114', 'Westport', 34);"
311;Rolfe;Franzke;9311747427;Nova;33;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (311, 'Rolfe', 'Franzke', '9311747427', 'Nova', 33);"
312;Angie;Verrico;9889323765;Monterey;19;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (312, 'Angie', 'Verrico', '9889323765', 'Monterey', 19);"
313;Mariejeanne;Bennough;3709692510;Brown;30;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (313, 'Mariejeanne', 'Bennough', '3709692510', 'Brown', 30);"
314;Bartholomeo;Cairney;9495458317;Novick;39;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (314, 'Bartholomeo', 'Cairney', '9495458317', 'Novick', 39);"
315;Gregoor;Elgar;9342242070;Brown;69;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (315, 'Gregoor', 'Elgar', '9342242070', 'Brown', 69);"
316;Monique;Benning;1381143218;Anhalt;30;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (316, 'Monique', 'Benning', '1381143218', 'Anhalt', 30);"
317;Bryn;O Mullaney;8248758169;Hudson;64;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (317, 'Bryn', 'O Mullaney', '8248758169', 'Hudson', 64);"
318;Lissie;Carrane;7157063236;Columbus;28;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (318, 'Lissie', 'Carrane', '7157063236', 'Columbus', 28);"
319;Addy;Steffans;8577519247;Ronald Regan;69;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (319, 'Addy', 'Steffans', '8577519247', 'Ronald Regan', 69);"
320;Elfie;Lace;3022074047;Southridge;64;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (320, 'Elfie', 'Lace', '3022074047', 'Southridge', 64);"
321;Jeri;Van t Hoff;6938099583;Kensington;24;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (321, 'Jeri', 'Van t Hoff', '6938099583', 'Kensington', 24);"
322;Sharla;Crackett;2712844535;Carpenter;24;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (322, 'Sharla', 'Crackett', '2712844535', 'Carpenter', 24);"
323;Esther;Rogier;5445832317;Golden Leaf;57;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (323, 'Esther', 'Rogier', '5445832317', 'Golden Leaf', 57);"
324;Augusto;Linley;3939204642;Carpenter;41;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (324, 'Augusto', 'Linley', '3939204642', 'Carpenter', 41);"
325;Toddie;Guisot;2162081194;Gateway;31;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (325, 'Toddie', 'Guisot', '2162081194', 'Gateway', 31);"
326;Lavena;Craigheid;4957907877;Eastlawn;26;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (326, 'Lavena', 'Craigheid', '4957907877', 'Eastlawn', 26);"
327;Arlin;Rubens;2509146743;4th;69;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (327, 'Arlin', 'Rubens', '2509146743', '4th', 69);"
328;Maybelle;Gobeaux;9409749909;Lake View;42;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (328, 'Maybelle', 'Gobeaux', '9409749909', 'Lake View', 42);"
329;Reinhold;Fouracre;8191099333;Cardinal;44;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (329, 'Reinhold', 'Fouracre', '8191099333', 'Cardinal', 44);"
330;Jerrie;Markey;4709975275;Northport;28;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (330, 'Jerrie', 'Markey', '4709975275', 'Northport', 28);"
331;Cele;Sharkey;8531339729;Emmet;26;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (331, 'Cele', 'Sharkey', '8531339729', 'Emmet', 26);"
332;Udall;Thorouggood;9772625705;Continental;19;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (332, 'Udall', 'Thorouggood', '9772625705', 'Continental', 19);"
333;Elna;Earthfield;4329045973;Fisk;50;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (333, 'Elna', 'Earthfield', '4329045973', 'Fisk', 50);"
334;Pearla;Hellwing;8046103030;Kim;34;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (334, 'Pearla', 'Hellwing', '8046103030', 'Kim', 34);"
335;Justis;Wooller;3256648898;Maryland;45;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (335, 'Justis', 'Wooller', '3256648898', 'Maryland', 45);"
336;Etti;Warrilow;4113246983;Everett;69;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (336, 'Etti', 'Warrilow', '4113246983', 'Everett', 69);"
337;Madison;Kelmere;3558077281;Sycamore;52;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (337, 'Madison', 'Kelmere', '3558077281', 'Sycamore', 52);"
338;Fredi;MacGillreich;9994117147;Lotheville;68;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (338, 'Fredi', 'MacGillreich', '9994117147', 'Lotheville', 68);"
339;Eleanora;Rickesies;7314300744;Chinook;20;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (339, 'Eleanora', 'Rickesies', '7314300744', 'Chinook', 20);"
340;Hannie;Sulman;7353401927;Westridge;69;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (340, 'Hannie', 'Sulman', '7353401927', 'Westridge', 69);"
341;Elaina;Capel;5686893346;Autumn Leaf;27;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (341, 'Elaina', 'Capel', '5686893346', 'Autumn Leaf', 27);"
342;Marmaduke;Darwood;4926667036;Declaration;56;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (342, 'Marmaduke', 'Darwood', '4926667036', 'Declaration', 56);"
343;Rance;Wisker;4551603142;Nancy;25;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (343, 'Rance', 'Wisker', '4551603142', 'Nancy', 25);"
344;Del;Tuckwell;7997379987;Talisman;48;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (344, 'Del', 'Tuckwell', '7997379987', 'Talisman', 48);"
345;Malinda;Petkens;2552439227;Bluestem;66;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (345, 'Malinda', 'Petkens', '2552439227', 'Bluestem', 66);"
346;Ab;Cornew;9695334567;Hudson;49;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (346, 'Ab', 'Cornew', '9695334567', 'Hudson', 49);"
347;Atlante;Brayford;5631707304;Browning;29;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (347, 'Atlante', 'Brayford', '5631707304', 'Browning', 29);"
348;Norean;McGairl;1473165598;Crowley;62;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (348, 'Norean', 'McGairl', '1473165598', 'Crowley', 62);"
349;Anny;Thewlis;5926769021;Division;54;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (349, 'Anny', 'Thewlis', '5926769021', 'Division', 54);"
350;Dolf;Roughan;8995502979;Sachtjen;25;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (350, 'Dolf', 'Roughan', '8995502979', 'Sachtjen', 25);"
351;Cassius;Metzing;7545630426;7th;60;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (351, 'Cassius', 'Metzing', '7545630426', '7th', 60);"
352;Jonah;Yoselevitch;3306442569;Mayer;54;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (352, 'Jonah', 'Yoselevitch', '3306442569', 'Mayer', 54);"
353;Gawen;Botterman;7292568108;Vernon;29;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (353, 'Gawen', 'Botterman', '7292568108', 'Vernon', 29);"
354;Augusto;Hearsey;4525520551;Caliangt;48;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (354, 'Augusto', 'Hearsey', '4525520551', 'Caliangt', 48);"
355;Cariotta;Hatchman;4954298770;Loftsgordon;35;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (355, 'Cariotta', 'Hatchman', '4954298770', 'Loftsgordon', 35);"
356;Berni;Atkins;3845946411;Dottie;59;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (356, 'Berni', 'Atkins', '3845946411', 'Dottie', 59);"
357;Lorenzo;Spellessy;4577471452;Northridge;66;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (357, 'Lorenzo', 'Spellessy', '4577471452', 'Northridge', 66);"
358;Duky;Bartul;2082640398;Eastwood;60;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (358, 'Duky', 'Bartul', '2082640398', 'Eastwood', 60);"
359;Sherill;Dyke;3218583838;Dexter;63;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (359, 'Sherill', 'Dyke', '3218583838', 'Dexter', 63);"
360;Adora;Stapleford;4843439790;Hudson;30;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (360, 'Adora', 'Stapleford', '4843439790', 'Hudson', 30);"
361;Cicily;Buzin;1883867776;Shopko;44;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (361, 'Cicily', 'Buzin', '1883867776', 'Shopko', 44);"
362;Seth;Sherbrook;3558627387;Mosinee;56;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (362, 'Seth', 'Sherbrook', '3558627387', 'Mosinee', 56);"
363;Ros;Attwooll;4271089095;Portage;60;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (363, 'Ros', 'Attwooll', '4271089095', 'Portage', 60);"
364;Joly;Ellacombe;2983768691;Buena Vista;39;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (364, 'Joly', 'Ellacombe', '2983768691', 'Buena Vista', 39);"
365;Wallis;Lavers;2509158265;6th;50;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (365, 'Wallis', 'Lavers', '2509158265', '6th', 50);"
366;Milt;Deesly;9654232779;Oriole;66;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (366, 'Milt', 'Deesly', '9654232779', 'Oriole', 66);"
367;Roselin;Peele;2761305704;Ramsey;37;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (367, 'Roselin', 'Peele', '2761305704', 'Ramsey', 37);"
368;Amanda;Beynkn;6817729868;Fieldstone;67;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (368, 'Amanda', 'Beynkn', '6817729868', 'Fieldstone', 67);"
369;Afton;Antonognoli;4271420334;Dakota;38;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (369, 'Afton', 'Antonognoli', '4271420334', 'Dakota', 38);"
370;Oren;Birnie;3666477623;Kim;59;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (370, 'Oren', 'Birnie', '3666477623', 'Kim', 59);"
371;Jobie;Woolfoot;6953972498;Acker;52;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (371, 'Jobie', 'Woolfoot', '6953972498', 'Acker', 52);"
372;Alfonse;O Flaherty;3874811328;Fremont;26;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (372, 'Alfonse', 'O Flaherty', '3874811328', 'Fremont', 26);"
373;Nicholle;Lamswood;8337377447;Pond;70;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (373, 'Nicholle', 'Lamswood', '8337377447', 'Pond', 70);"
374;Suzanne;Schruyer;3193669279;Shasta;21;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (374, 'Suzanne', 'Schruyer', '3193669279', 'Shasta', 21);"
375;Dorolice;Warlock;6762822945;Heffernan;57;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (375, 'Dorolice', 'Warlock', '6762822945', 'Heffernan', 57);"
376;Saunder;Vasyatkin;3628048923;Eastwood;60;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (376, 'Saunder', 'Vasyatkin', '3628048923', 'Eastwood', 60);"
377;Clair;Nehl;9033416187;Sunbrook;41;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (377, 'Clair', 'Nehl', '9033416187', 'Sunbrook', 41);"
378;Emilee;St Clair;5673738297;Nevada;47;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (378, 'Emilee', 'St Clair', '5673738297', 'Nevada', 47);"
379;Stevana;Rozycki;9852327056;Schmedeman;20;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (379, 'Stevana', 'Rozycki', '9852327056', 'Schmedeman', 20);"
380;Desiree;Frapwell;4512694455;Havey;47;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (380, 'Desiree', 'Frapwell', '4512694455', 'Havey', 47);"
381;Diena;Jowle;6283212610;Village;27;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (381, 'Diena', 'Jowle', '6283212610', 'Village', 27);"
382;Alverta;McTeggart;3676901102;Utah;44;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (382, 'Alverta', 'McTeggart', '3676901102', 'Utah', 44);"
383;Elton;Biagi;4128527539;Sherman;35;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (383, 'Elton', 'Biagi', '4128527539', 'Sherman', 35);"
384;Ursa;Neubigin;6638422424;Utah;25;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (384, 'Ursa', 'Neubigin', '6638422424', 'Utah', 25);"
385;Karen;Leborgne;3058580869;Nevada;55;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (385, 'Karen', 'Leborgne', '3058580869', 'Nevada', 55);"
386;Ardyce;Pollett;1436355155;Oxford;66;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (386, 'Ardyce', 'Pollett', '1436355155', 'Oxford', 66);"
387;Lanna;Slyford;1602457135;Northridge;70;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (387, 'Lanna', 'Slyford', '1602457135', 'Northridge', 70);"
388;Jamima;Prando;3908879673;Fieldstone;19;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (388, 'Jamima', 'Prando', '3908879673', 'Fieldstone', 19);"
389;Keane;Apthorpe;7445699716;Burning Wood;32;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (389, 'Keane', 'Apthorpe', '7445699716', 'Burning Wood', 32);"
390;Dorene;Burry;7788380402;Northland;61;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (390, 'Dorene', 'Burry', '7788380402', 'Northland', 61);"
391;Flemming;Woodthorpe;2642795512;Graceland;68;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (391, 'Flemming', 'Woodthorpe', '2642795512', 'Graceland', 68);"
392;Starlin;Ornells;8143898909;Petterle;20;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (392, 'Starlin', 'Ornells', '8143898909', 'Petterle', 20);"
